gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,budget_start,alpha,q_start,objective_value,chip_played,actual_squad_points,actual_lineup_points,actual_captain_points,actual_total_points
164,"Ashley Young, Brennan Johnson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dermot Mee, Jarrod Bowen, Josko Gvardiol, Mohamed Salah, Nick Pope, Noussair Mazraoui, Wout Faes, Yoane Wissa","Ashley Young, Brennan Johnson, Bryan Mbeumo, Cole Palmer, Danny Welbeck, Jarrod Bowen, Josko Gvardiol, Mohamed Salah, Nick Pope, Noussair Mazraoui, Yoane Wissa",Mohamed Salah,Cole Palmer,Noussair Mazraoui,Trent Alexander-Arnold,38.0,15.0,0,1,92.64768688719552,,50.0,48.0,13.0,61.0
165,"Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dermot Mee, Jarrod Bowen, Josko Gvardiol, Mohamed Salah, Nick Pope, Noussair Mazraoui, Wout Faes, Yoane Wissa","Ashley Young, Bryan Mbeumo, Bukayo Saka, Cole Palmer, Danny Welbeck, Jarrod Bowen, Josko Gvardiol, Mohamed Salah, Nick Pope, Noussair Mazraoui, Yoane Wissa",Mohamed Salah,Cole Palmer,Bukayo Saka,Brennan Johnson,3.0,38.0,0,1,90.48491047402713,,81.0,61.0,13.0,74.0
166,"Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dermot Mee, Jarrod Bowen, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Nick Pope, Wout Faes, Yoane Wissa","Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Jarrod Bowen, Milos Kerkez, Mohamed Salah, Nick Pope, Wout Faes",Mohamed Salah,Cole Palmer,Milos Kerkez,Noussair Mazraoui,5.0,3.0,0,1,92.2912990370648,,72.0,49.0,18.0,67.0
167,"Ashley Young, Bruno Borges Fernandes, Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dermot Mee, Jarrod Bowen, Josko Gvardiol, Milos Kerkez, Nick Pope, Wout Faes, Yoane Wissa","Bruno Borges Fernandes, Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Munoz, Jarrod Bowen, Josko Gvardiol, Milos Kerkez, Nick Pope, Yoane Wissa",Bukayo Saka,Cole Palmer,Bruno Borges Fernandes,Mohamed Salah,52.00000000000003,5.0,0,1,93.57207525007311,,82.0,80.0,2.0,82.0
168,"Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dermot Mee, Jarrod Bowen, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Nick Pope, Wout Faes, Yoane Wissa","Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Munoz, Jarrod Bowen, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Nick Pope, Yoane Wissa",Mohamed Salah,Cole Palmer,Mohamed Salah,Bruno Borges Fernandes,2.0,52.00000000000003,0,1,97.98263177991971,,41.0,36.0,5.0,41.0
169,"Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dermot Mee, Jarrod Bowen, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Wout Faes, Yoane Wissa, Łukasz Fabianski","Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Jarrod Bowen, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Yoane Wissa, Łukasz Fabianski",Mohamed Salah,Bukayo Saka,Łukasz Fabianski,Nick Pope,9.999999999999636,2.0,0,1,96.87684387677456,,51.0,50.0,21.0,71.0
170,"Ashley Young, Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dermot Mee, Jarrod Bowen, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Ola Aina, Yoane Wissa, Łukasz Fabianski","Bryan Mbeumo, Bukayo Saka, Chris Wood, Cole Palmer, Jarrod Bowen, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Ola Aina, Yoane Wissa, Łukasz Fabianski",Mohamed Salah,Cole Palmer,Ola Aina,Wout Faes,0.0,9.999999999999636,0,1,96.55442732651501,,56.0,50.0,9.0,59.0
171,"Ashley Young, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dejan Kulusevski, Dermot Mee, Jarrod Bowen, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Ola Aina, Yoane Wissa, Łukasz Fabianski","Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Dejan Kulusevski, Jarrod Bowen, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Yoane Wissa, Łukasz Fabianski",Mohamed Salah,Cole Palmer,Dejan Kulusevski,Bukayo Saka,39.0,0.0,0,1,94.13764644181394,,63.0,54.0,16.0,70.0
172,"Ashley Young, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dejan Kulusevski, Jarrod Bowen, Jordan Pickford, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Ola Aina, Yoane Wissa, Łukasz Fabianski","Bryan Mbeumo, Chris Wood, Cole Palmer, Dejan Kulusevski, Jarrod Bowen, Jordan Pickford, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Ola Aina, Yoane Wissa",Mohamed Salah,Cole Palmer,Jordan Pickford,Dermot Mee,29.0,39.0,0,1,94.89272455325428,,85.0,81.0,7.0,88.0
173,"Ashley Young, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dejan Kulusevski, Jordan Pickford, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Ola Aina, Phil Foden, Yoane Wissa, Łukasz Fabianski","Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Dejan Kulusevski, Jordan Pickford, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Phil Foden, Yoane Wissa",Mohamed Salah,Cole Palmer,Phil Foden,Jarrod Bowen,10.999999999999876,29.0,0,1,94.57268020780452,,61.0,55.0,2.0,57.0
174,"Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dejan Kulusevski, Jordan Pickford, Josko Gvardiol, Milos Kerkez, Mohamed Salah, Ola Aina, Phil Foden, Yoane Wissa, Łukasz Fabianski","Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Dejan Kulusevski, Jordan Pickford, Mohamed Salah, Ola Aina, Phil Foden, Yoane Wissa",Mohamed Salah,Cole Palmer,Antonee Robinson,Ashley Young,7.0,10.999999999999876,0,1,113.39061340607826,,86.0,69.0,3.0,72.0
175,"Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dejan Kulusevski, Jordan Pickford, Milos Kerkez, Mohamed Salah, Ola Aina, Phil Foden, Virgil van Dijk, Yoane Wissa, Łukasz Fabianski","Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Dejan Kulusevski, Jordan Pickford, Mohamed Salah, Phil Foden, Virgil van Dijk, Yoane Wissa",Mohamed Salah,Cole Palmer,Virgil van Dijk,Josko Gvardiol,1.9999999999998581,7.0,0,1,125.3048619183762,,52.0,43.0,8.0,51.0
176,"Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dejan Kulusevski, Jordan Pickford, Luis Diaz, Milos Kerkez, Mohamed Salah, Ola Aina, Virgil van Dijk, Yoane Wissa, Łukasz Fabianski","Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Dejan Kulusevski, Jordan Pickford, Luis Diaz, Mohamed Salah, Ola Aina, Virgil van Dijk, Yoane Wissa",Mohamed Salah,Luis Diaz,Luis Diaz,Phil Foden,20.00000000000002,1.9999999999998581,0,1,121.41471257277774,,103.0,97.0,29.0,126.0
177,"Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dejan Kulusevski, Emiliano Martinez Romero, Jordan Pickford, Luis Diaz, Milos Kerkez, Mohamed Salah, Ola Aina, Virgil van Dijk, Yoane Wissa","Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Dejan Kulusevski, Emiliano Martinez Romero, Luis Diaz, Milos Kerkez, Mohamed Salah, Virgil van Dijk, Yoane Wissa",Mohamed Salah,Luis Diaz,Emiliano Martinez Romero,Łukasz Fabianski,11.0,20.00000000000002,0,1,107.14302879200514,,75.0,61.0,20.0,81.0
178,"Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dejan Kulusevski, Emiliano Martinez Romero, Jordan Pickford, Milos Kerkez, Mohamed Salah, Ola Aina, Virgil van Dijk, Yoane Wissa","Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Dejan Kulusevski, Jordan Pickford, Milos Kerkez, Mohamed Salah, Yoane Wissa",Mohamed Salah,Bryan Mbeumo,Bruno Borges Fernandes,Luis Diaz,3.0,11.0,0,1,95.06042187893789,,87.0,78.0,14.0,92.0
179,"Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Dejan Kulusevski, Emiliano Martinez Romero, Jordan Pickford, Marc Guehi, Milos Kerkez, Mohamed Salah, Ola Aina, Yoane Wissa","Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Dejan Kulusevski, Jordan Pickford, Marc Guehi, Mohamed Salah, Yoane Wissa",Mohamed Salah,Cole Palmer,Marc Guehi,Virgil van Dijk,21.00000000000068,3.0,0,1,92.43920288357323,,62.0,44.0,6.0,50.0
180,"Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Danny Welbeck, Emiliano Martinez Romero, Jordan Pickford, Justin Kluivert, Marc Guehi, Milos Kerkez, Mohamed Salah, Ola Aina, Yoane Wissa","Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Jordan Pickford, Justin Kluivert, Marc Guehi, Milos Kerkez, Mohamed Salah, Yoane Wissa",Mohamed Salah,Cole Palmer,Justin Kluivert,Dejan Kulusevski,23.0,21.00000000000068,0,1,93.43138372428015,,60.0,53.0,15.0,68.0
181,"Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Emiliano Martinez Romero, Joao Pedro Junqueira de Jesus, Jordan Pickford, Justin Kluivert, Marc Guehi, Milos Kerkez, Mohamed Salah, Ola Aina, Yoane Wissa","Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Joao Pedro Junqueira de Jesus, Jordan Pickford, Justin Kluivert, Milos Kerkez, Ola Aina, Yoane Wissa",Bruno Borges Fernandes,Bryan Mbeumo,Joao Pedro Junqueira de Jesus,Danny Welbeck,21.99999999998935,23.0,0,1,93.05107315159746,,51.0,51.0,17.0,68.0
182,"Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Daniel Munoz, Emiliano Martinez Romero, Joao Pedro Junqueira de Jesus, Jordan Pickford, Justin Kluivert, Luis Diaz, Marc Guehi, Milos Kerkez, Mohamed Salah, Ola Aina, Yoane Wissa","Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Daniel Munoz, Jordan Pickford, Justin Kluivert, Luis Diaz, Marc Guehi, Milos Kerkez, Mohamed Salah, Yoane Wissa",Mohamed Salah,Bruno Borges Fernandes,Luis Diaz,Cole Palmer,55.0,21.99999999998935,0,1,65.38842173434242,,45.0,35.0,3.0,38.0
183,"Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Emiliano Martinez Romero, Joao Pedro Junqueira de Jesus, Jordan Pickford, Luis Diaz, Marc Guehi, Milos Kerkez, Mohamed Salah, Ola Aina, Yoane Wissa","Bruno Borges Fernandes, Bryan Mbeumo, Cole Palmer, Daniel Munoz, Joao Pedro Junqueira de Jesus, Jordan Pickford, Luis Diaz, Marc Guehi, Milos Kerkez, Mohamed Salah, Yoane Wissa",Mohamed Salah,Cole Palmer,Cole Palmer,Justin Kluivert,10.0,55.0,0,1,32.105946852247634,,31.0,29.0,2.0,31.0
