gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,budget_start,alpha,q_start,objective_value,chip_played,actual_squad_points,actual_lineup_points,actual_captain_points,actual_total_points
163,"Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Danny Welbeck, Ederson Santana de Moraes, Jarrod Bowen, Josko Gvardiol, Matt Turner, Mohamed Salah, Trent Alexander-Arnold, Virgil van Dijk, Wout Faes","Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Danny Welbeck, Ederson Santana de Moraes, Jarrod Bowen, Josko Gvardiol, Mohamed Salah, Trent Alexander-Arnold, Virgil van Dijk",Mohamed Salah,Cole Palmer,Bruno Borges Fernandes,Eberechi Eze,1.0,18.0,0,1,93.58449161753153,,61.0,54.0,14.0,68.0
164,"Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Danny Welbeck, Ederson Santana de Moraes, Jarrod Bowen, Josko Gvardiol, Matt Turner, Mohamed Salah, Noussair Mazraoui, Virgil van Dijk, Wout Faes","Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Danny Welbeck, Ederson Santana de Moraes, Jarrod Bowen, Josko Gvardiol, Mohamed Salah, Noussair Mazraoui, Virgil van Dijk",Mohamed Salah,Cole Palmer,Noussair Mazraoui,Trent Alexander-Arnold,24.0,1.0,0,1,92.51028203373859,,34.0,34.0,13.0,47.0
165,"Antonee Robinson, Bruno Borges Fernandes, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Jebbison, Danny Welbeck, Ederson Santana de Moraes, Jarrod Bowen, Josko Gvardiol, Matt Turner, Mohamed Salah, Noussair Mazraoui, Virgil van Dijk, Wout Faes","Antonee Robinson, Bruno Borges Fernandes, Bukayo Saka, Chris Wood, Cole Palmer, Danny Welbeck, Ederson Santana de Moraes, Jarrod Bowen, Mohamed Salah, Noussair Mazraoui, Virgil van Dijk",Mohamed Salah,Bruno Borges Fernandes,Bukayo Saka,Bryan Mbeumo,1.0,24.0,0,1,88.70796812600281,,76.0,76.0,13.0,89.0
166,"Antonee Robinson, Bruno Borges Fernandes, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Jebbison, Danny Welbeck, Dean Henderson, Jarrod Bowen, Josko Gvardiol, Matt Turner, Mohamed Salah, Noussair Mazraoui, Virgil van Dijk, Wout Faes","Antonee Robinson, Bruno Borges Fernandes, Bukayo Saka, Chris Wood, Cole Palmer, Danny Welbeck, Dean Henderson, Jarrod Bowen, Mohamed Salah, Virgil van Dijk, Wout Faes",Mohamed Salah,Bukayo Saka,Dean Henderson,Ederson Santana de Moraes,12.0,1.0,0,1,89.82604355446895,,56.0,49.0,18.0,67.0
167,"Antonee Robinson, Bruno Borges Fernandes, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Jebbison, Dean Henderson, Jarrod Bowen, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Noussair Mazraoui, Virgil van Dijk, Wout Faes","Antonee Robinson, Bruno Borges Fernandes, Bukayo Saka, Chris Wood, Cole Palmer, Dean Henderson, Jarrod Bowen, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Noussair Mazraoui, Wout Faes",Bukayo Saka,Cole Palmer,Matheus Santos Carneiro Da Cunha,Danny Welbeck,0.0,12.0,0,1,91.06747942708502,,55.0,55.0,2.0,57.0
168,"Antonee Robinson, Bruno Borges Fernandes, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Jebbison, Dean Henderson, Jarrod Bowen, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Nikola Milenkovic, Virgil van Dijk, Wout Faes","Bruno Borges Fernandes, Bukayo Saka, Chris Wood, Cole Palmer, Dean Henderson, Jarrod Bowen, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Nikola Milenkovic, Virgil van Dijk",Mohamed Salah,Bukayo Saka,Nikola Milenkovic,Noussair Mazraoui,2.0,0.0,0,1,98.26941848444311,,58.0,52.0,5.0,57.0
169,"Antonee Robinson, Bruno Borges Fernandes, Bukayo Saka, Chris Wood, Cole Palmer, Daniel Jebbison, Dean Henderson, Gabriel dos Santos Magalhaes, Jarrod Bowen, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Nikola Milenkovic, Virgil van Dijk, Wout Faes","Antonee Robinson, Bruno Borges Fernandes, Bukayo Saka, Chris Wood, Cole Palmer, Dean Henderson, Gabriel dos Santos Magalhaes, Jarrod Bowen, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Virgil van Dijk",Mohamed Salah,Cole Palmer,Gabriel dos Santos Magalhaes,Josko Gvardiol,1.0,2.0,0,1,99.61386237077951,,62.0,55.0,21.0,76.0
170,"Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Dean Henderson, Gabriel dos Santos Magalhaes, Jarrod Bowen, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Nikola Milenkovic, Virgil van Dijk, Wout Faes","Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Dean Henderson, Gabriel dos Santos Magalhaes, Jarrod Bowen, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Nikola Milenkovic, Virgil van Dijk",Mohamed Salah,Cole Palmer,Bryan Mbeumo,Bukayo Saka,29.0,1.0,0,1,99.48047127100367,,64.0,63.0,9.0,72.0
171,"Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Dean Henderson, Gabriel dos Santos Magalhaes, Jarrod Bowen, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Nikola Milenkovic, Phil Foden, Virgil van Dijk, Wout Faes","Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Dean Henderson, Gabriel dos Santos Magalhaes, Jarrod Bowen, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Phil Foden, Virgil van Dijk",Mohamed Salah,Cole Palmer,Phil Foden,Bruno Borges Fernandes,21.0,29.0,0,1,98.6418378742903,,65.0,59.0,16.0,75.0
172,"Anthony Gordon, Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Dean Henderson, Gabriel dos Santos Magalhaes, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Nikola Milenkovic, Phil Foden, Virgil van Dijk, Wout Faes","Anthony Gordon, Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Dean Henderson, Gabriel dos Santos Magalhaes, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Phil Foden, Virgil van Dijk",Mohamed Salah,Cole Palmer,Anthony Gordon,Jarrod Bowen,21.0,21.0,0,1,99.87985286567007,,72.0,65.0,7.0,72.0
173,"Anthony Gordon, Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Daniel Munoz, Dean Henderson, Gabriel dos Santos Magalhaes, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Nikola Milenkovic, Phil Foden, Wout Faes","Anthony Gordon, Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Dean Henderson, Gabriel dos Santos Magalhaes, Mohamed Salah, Nikola Milenkovic, Phil Foden",Mohamed Salah,Cole Palmer,Daniel Munoz,Virgil van Dijk,38.0,21.0,0,1,99.59848420670295,,73.0,70.0,2.0,72.0
174,"Anthony Gordon, Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Daniel Munoz, Dean Henderson, Gabriel dos Santos Magalhaes, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Nikola Milenkovic, Phil Foden, Trent Alexander-Arnold","Anthony Gordon, Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Dean Henderson, Mohamed Salah, Nikola Milenkovic, Phil Foden, Trent Alexander-Arnold",Mohamed Salah,Cole Palmer,Trent Alexander-Arnold,Wout Faes,6.0,38.0,0,1,119.16136705451653,,75.0,72.0,3.0,75.0
175,"Anthony Gordon, Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Daniel Munoz, Gabriel dos Santos Magalhaes, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Nikola Milenkovic, Phil Foden, Trent Alexander-Arnold","Anthony Gordon, Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Phil Foden, Trent Alexander-Arnold",Mohamed Salah,Cole Palmer,Jordan Pickford,Dean Henderson,1.0,6.0,0,1,129.84151873070175,,57.0,49.0,8.0,57.0
176,"Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Daniel Munoz, Gabriel dos Santos Magalhaes, Jordan Pickford, Luis Diaz, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Nikola Milenkovic, Phil Foden, Trent Alexander-Arnold","Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Jordan Pickford, Luis Diaz, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Nikola Milenkovic, Phil Foden, Trent Alexander-Arnold",Mohamed Salah,Luis Diaz,Luis Diaz,Anthony Gordon,3.0,1.0,0,1,126.01630700262568,,109.0,102.0,29.0,131.0
177,"Antonee Robinson, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Daniel Munoz, Gabriel dos Santos Magalhaes, Jordan Pickford, Luis Diaz, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Morgan Rogers, Nikola Milenkovic, Trent Alexander-Arnold","Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Gabriel dos Santos Magalhaes, Jordan Pickford, Luis Diaz, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Morgan Rogers, Trent Alexander-Arnold",Mohamed Salah,Luis Diaz,Morgan Rogers,Phil Foden,40.0,3.0,0,1,109.12031045072689,,87.0,83.0,20.0,103.0
178,"Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Daniel Munoz, Gabriel dos Santos Magalhaes, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Morgan Rogers, Nikola Milenkovic, Trent Alexander-Arnold","Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Gabriel dos Santos Magalhaes, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Morgan Rogers",Mohamed Salah,Cole Palmer,Bruno Borges Fernandes,Luis Diaz,32.0,40.0,0,1,96.81102016493867,,85.0,73.0,14.0,87.0
179,"Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Daniel Munoz, Gabriel dos Santos Magalhaes, Jarrod Bowen, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Nikola Milenkovic, Trent Alexander-Arnold","Antonee Robinson, Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Jarrod Bowen, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Trent Alexander-Arnold",Mohamed Salah,Cole Palmer,Jarrod Bowen,Morgan Rogers,14.0,32.0,0,1,93.89403152557207,,58.0,46.0,6.0,52.0
180,"Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Jebbison, Daniel Munoz, Gabriel dos Santos Magalhaes, James Tarkowski, Jarrod Bowen, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Nikola Milenkovic, Trent Alexander-Arnold","Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Gabriel dos Santos Magalhaes, Jarrod Bowen, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Trent Alexander-Arnold",Mohamed Salah,Cole Palmer,James Tarkowski,Antonee Robinson,15.0,14.0,0,1,96.17948055853208,,51.0,43.0,15.0,58.0
181,"Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Gabriel dos Santos Magalhaes, James Tarkowski, Jarrod Bowen, Joao Pedro Junqueira de Jesus, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Matt Turner, Mohamed Salah, Nikola Milenkovic, Trent Alexander-Arnold","Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Gabriel dos Santos Magalhaes, James Tarkowski, Jarrod Bowen, Joao Pedro Junqueira de Jesus, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Nikola Milenkovic",Bruno Borges Fernandes,Cole Palmer,Joao Pedro Junqueira de Jesus,Daniel Jebbison,4.0,15.0,0,1,94.21188530568048,,52.0,52.0,17.0,69.0
182,"Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Gabriel dos Santos Magalhaes, Jarrod Bowen, Joao Pedro Junqueira de Jesus, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Matt Turner, Milos Kerkez, Mohamed Salah, Nikola Milenkovic, Trent Alexander-Arnold","Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Daniel Munoz, Gabriel dos Santos Magalhaes, Jarrod Bowen, Jordan Pickford, Milos Kerkez, Mohamed Salah, Nikola Milenkovic, Trent Alexander-Arnold",Mohamed Salah,Bruno Borges Fernandes,Milos Kerkez,James Tarkowski,0.0,4.0,0,1,66.64174711793972,,36.0,28.0,3.0,31.0
183,"Bruno Borges Fernandes, Bryan Mbeumo, Chris Wood, Cole Palmer, Daniel Munoz, Gabriel dos Santos Magalhaes, Jarrod Bowen, Joao Pedro Junqueira de Jesus, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Matt Turner, Milos Kerkez, Mohamed Salah, Nikola Milenkovic, Virgil van Dijk","Bruno Borges Fernandes, Bryan Mbeumo, Cole Palmer, Daniel Munoz, Jarrod Bowen, Joao Pedro Junqueira de Jesus, Jordan Pickford, Milos Kerkez, Mohamed Salah, Nikola Milenkovic, Virgil van Dijk",Mohamed Salah,Cole Palmer,Virgil van Dijk,Trent Alexander-Arnold,8.0,0.0,0,1,32.28966738940397,,31.0,31.0,2.0,33.0
